Name,Birth,Death,nationality_1,nationality_2,dates_in_paris,Schools Attended,Exhibitions,Contacts,Government Grant,Notes,Tags,Image,address,lon,lat
"Ventrillon Horber, Charles",1899,1977,Venezuela,married to Venezuelan woman),1899-1945,"1916 Ecole Germain Pilon (Plateros) with Bourgogne; Escuela de Ebanistas Boule (French title?) with Glandzin; Musée d'Histoire Natural-animal drawing course with Millot and watercolor with Vignal; 1917 Académie Julian with Schommer, Déchenaud, Gervais, Royer, and Laparra; Jean Paul Laurens, Jean Pierre and Paul Albert Laurens;  sculpture with P. Landowski and Bouchard; Académie de la Grand Chaumière; Académie Colorossi; 1918 René Piot-mural, fresco, and theatre design; painting with Georges Mouveau; wins various prizes at the Académie Julian: nude, nude torso, clothed portrait, composition; 1925 taught at the Académie Julian","1923, 1924, 1925 (Honorable Mention) Société des Artistes Français<br /> 1929 Eugene Romain Thirion prize<br /> 1930 Salon d'Hiver<br /> 1931 work displayed at Exposition coloniale internationale<br /> 1931 silver medal Salon de Paris<br /> 1936 Decoration for Opera at the Academy of Music and Dance in Paris<br /> 1936 Salon des Indépendants<br /> 1943 Pillini prize at the Salon des Artistes Français",NA,NA,NA,"Venezuela, Salon d'Automne, Salon des Artistes Français, Académie Julian",NA,NA,NA,NA
"Villanueva, Carlos Raúl",1900,1975,Venezuela,,1920-1928; 1937-1938,"Ecole des Beaux-Arts with Gabriel Héraud (1920-1928, architecture); 1938 Institute of Town Planning at the University of Paris","1928 medal in competition at the Ecole Nationale des Beax-Arts<br /> second prize for Un hótel d'ambassade à construire dans un grand pays d'Extreme Orient<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne, Venezuelan Pavillion with Luis Malaussena",NA,NA,architect; member of the Society of Architects of Fine Arts in Paris,"Venezuela, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne",NA,NA,NA,NA
"Villanueva, Léonor",NA,NA,Venezuela,,ca. 1926,NA,"1929 Salon d'Automne<br /> 1927, 1928, 1929, 1930, 1933, 1934 Salon des Tuileries<br /> 1926 (Jun.) Galerie Devambez",NA,NA,NA,"Venezuela, female, Salon d'Automne, Salon des Tuileries",NA,"139, rue de Longchamp",2.275997,48.8678018
"Villanueva, Léonor",NA,NA,Venezuela,,ca. 1926,NA,"1929 Salon d'Automne<br /> 1927, 1928, 1929, 1930, 1933, 1934 Salon des Tuileries<br /> 1926 (Jun.) Galerie Devambez",NA,NA,NA,"Venezuela, female, Salon d'Automne, Salon des Tuileries",NA,"6, rue Claude-Monet, Boulogne-sur-Seine (1933)",2.2424591,48.846786
"Villanueva, Marta",1900,1995,Chile,,NA,"Académie de la Grande Chaumière, Académie André Lhote",NA,NA,NA,Grupo de Montparnasse,"Chile, female, Académie de la Grande Chaumière, Académie André Lhote",NA,NA,NA,NA
"Villarubia-Norry, Manuel",NA,NA,Argentina,,ca. 1924,NA,"1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1927 (Jun. ?) Exposition de Peintres et Sculpteurs Argentins L'Association Paris-Amérique Latine",NA,NA,NA,"Argentina, 1924 Exposition d'Art Américain-Latin",NA,"39, villa d'Alésia (XIVe)",2.3230135,48.828336
"Vitullo, Sesostris",1899,1953,Argentina,,1925-1953,Antoine Bourdelle,"1936, 1937, 1938, 1941, 1943, 1944, 1945 Salon des Indépendants<br /> 1935 Salon des Tuileries",NA,NA,NA,"Argentina, Salon des Indépendants, Salon des Tuileries",NA,"17, rue de Gentilly, Montrouge (Seine)",2.3316963,48.8175857
"Vitullo, Sesostris",1899,1953,Argentina,,1925-1953,Antoine Bourdelle,"1936, 1937, 1938, 1941, 1943, 1944, 1945 Salon des Indépendants<br /> 1935 Salon des Tuileries",NA,NA,NA,"Argentina, Salon des Indépendants, Salon des Tuileries",NA,"65, boulevard Arago (XIIIe)",2.3431772,48.8346039
"Wolkowyski-Janacopulos, Adrienne",1897,NA,Brazil,,ca. 1919-1938,NA,"1919, 1922, 1923, 1924, 1925, 1927, 1928 Salon d'Automne<br /> 1924, 1927, 1928, 1929 Salon des Tuileries<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,sculptor; Russian Brazilian heritage,"Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Tuileries",NA,"7, rue Belloni",2.28242,48.8608
"Wolkowyski-Janacopulos, Adrienne",1897,NA,Brazil,,ca. 1919-1938,NA,"1919, 1922, 1923, 1924, 1925, 1927, 1928 Salon d'Automne<br /> 1924, 1927, 1928, 1929 Salon des Tuileries<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,sculptor; Russian Brazilian heritage,"Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Tuileries",NA,"7, rue Huysmans (XVIe)",2.3291724,48.8457306
"Wolkowyski-Janacopulos, Adrienne",1897,NA,Brazil,,ca. 1919-1938,NA,"1919, 1922, 1923, 1924, 1925, 1927, 1928 Salon d'Automne<br /> 1924, 1927, 1928, 1929 Salon des Tuileries<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,sculptor; Russian Brazilian heritage,"Brazil, female, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Tuileries",NA,"139, boulevard Saint-Germain",2.33475,48.853254
"Worms, Gastão",1905,1967,Brazil,,1927-1932,"Académie de la Grande Chaumière (1927-1928), Académie Julian (1929), Académie André Lhote, Péquin, Friesz, Bourdelle, Despieu","1929, 1930 Salon d'Automne<br /> 1931, 1932 Salon des Tuileries",NA,Pensionato Artístico do Estado de São Paulo,NA,"Brazil, Salon d'Automne, Académie de la Grande Chaumière, Académie Julian",NA,"16, rue Saint Gothard",2.335524,48.8288109
"Xul Solar, Alejandro",1887,1963,Argentina,,1924 (1 month),NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Tête, Composition, Femme au serpant)",NA,no,NA,"Argentina, 1924 Exposition d'Art Américain-Latin",NA,"San Pietro di Rovetto-Zoagli, Gênes (Italy)",9.2774436,44.3346109
"Ynglada, Pierre",1881,1958,Cuba,,ca. 1928,NA,1928 Salon d'Autonme,NA,NA,NA,"Cuba, Salon d'Automne",NA,NA,NA,NA
"Zárraga, Angel",1886,1946,Mexico,,1904; 1910; 1911-1941,Taught at Académie de la Grand Chaumière 1919-,"1910 Société Nationale des Beaux-Arts<br /> 1911, 1912, 1913, 1925, 1928, 1931 Salon d'Automne<br />  1920 (Jun. 8-22) Exposition Angel Zárraga Galerie Bernheim-Jeune<br /> 1921 (Oct. 26-Nov. 5) 2me exposition Angel Zarraga, Galerie Bernheim-Jeune<br /> 1925 Galerie Bernheim Jeune (group show)<br /> 1925 Galerie Devambez (group show)<br /> 1926 Exposition Angel Zarraga, Galerie Bernheim Jeune<br /> 1926 Salón du France, Musée Galliera, organized by Paris-Midi newspaper<br /> 1939 Galerie Silva Bruhns<br /> 1921-1926 decorated castle of Vertcoeur<br /> 1927 commission from Alberto J. Pani, minister of Mexico in France, to paint 12 allegorical panels for the reception hall for the Mexican Legation in Paris<br />1927? received Legion of Honor<br />  frescoes for Our Lady of la Salette in Suresnes, Paris<br /> mural Church of Minimos in Rethel<br /> 1934 Siclis built the Maison du Café on the Place de l’Opera, Zarraga painted fresco<br /> 1934  frescoes in the chapel of the sanctuary of Guébriant in Alta Saboya<br />  1937 Via Crucis for the student chapel at the Cuidad Universitaria in Paris<br /> 1937  fresco on the fables of La Fontain in Meudon<br /> 1938 mural for the chapel of Martel de Joinville, Saboya, Paris<br /> 1938 initiated frescos for the Sociedad de Minas in the salons of the Compañía de Fosfatos de Constantina, Paris
",Louis Vauxcelles,Agregado civil for the Mexican Legion in Paris,Sells Paysage in 1926 for 6700f; sold Nature Morte in 1928 for 6000f,"1924 Exposition d'Art Américain-Latin, Salon d'Automne, Mexico, Société Nationale des Beaux Arts, Legion of Honor, Galerie Bernheim-Jeune",NA,Boulevard Arago (1912-),2.3422859,48.8348527
"Zárraga, Angel",1886,1946,Mexico,,1904; 1910; 1911-1941,Taught at Académie de la Grand Chaumière 1919-,"1910 Société Nationale des Beaux-Arts<br /> 1911, 1912, 1913, 1925, 1928, 1931 Salon d'Automne<br />  1920 (Jun. 8-22) Exposition Angel Zárraga Galerie Bernheim-Jeune<br /> 1921 (Oct. 26-Nov. 5) 2me exposition Angel Zarraga, Galerie Bernheim-Jeune<br /> 1925 Galerie Bernheim Jeune (group show)<br /> 1925 Galerie Devambez (group show)<br /> 1926 Exposition Angel Zarraga, Galerie Bernheim Jeune<br /> 1926 Salón du France, Musée Galliera, organized by Paris-Midi newspaper<br /> 1939 Galerie Silva Bruhns<br /> 1921-1926 decorated castle of Vertcoeur<br /> 1927 commission from Alberto J. Pani, minister of Mexico in France, to paint 12 allegorical panels for the reception hall for the Mexican Legation in Paris<br />1927? received Legion of Honor<br />  frescoes for Our Lady of la Salette in Suresnes, Paris<br /> mural Church of Minimos in Rethel<br /> 1934 Siclis built the Maison du Café on the Place de l’Opera, Zarraga painted fresco<br /> 1934  frescoes in the chapel of the sanctuary of Guébriant in Alta Saboya<br />  1937 Via Crucis for the student chapel at the Cuidad Universitaria in Paris<br /> 1937  fresco on the fables of La Fontain in Meudon<br /> 1938 mural for the chapel of Martel de Joinville, Saboya, Paris<br /> 1938 initiated frescos for the Sociedad de Minas in the salons of the Compañía de Fosfatos de Constantina, Paris
",Louis Vauxcelles,Agregado civil for the Mexican Legion in Paris,Sells Paysage in 1926 for 6700f; sold Nature Morte in 1928 for 6000f,"1924 Exposition d'Art Américain-Latin, Salon d'Automne, Mexico, Société Nationale des Beaux Arts, Legion of Honor, Galerie Bernheim-Jeune",NA,"49, Boulevard Montparnasse (1915-)",2.322193,48.8446614
"Zayas, Georges de",1898,1967,Mexico,,1920s,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,"younger brother of Marius de Zayas, caricaturist","Mexico, 1924 Exposition d'Art Américain-Latin",NA,"22, rue La Bruyère",2.33512,48.8793
"Zayas, Marius de",1880,1961,Mexico,,"1914, 1915, 1919, 1920, 1925, 1926 (short trips to organize exhibitions) 1927-1948",NA,NA,NA,NA,Wrote “African Negro Art and its Influence on Modern Art”,Mexico,NA,NA,NA,NA
"Zayas, Rafael de",1848,1932,Mexico,,ca. 1924,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera",NA,NA,Perhaps father of Georges and Marius de Zayas (not known as an artist; he was a novelist and journalist),"Mexico, 1924 Exposition d'Art Américain-Latin",NA,"15, rue de Nesles, Parmain (S.-et-O.)",2.2041666,49.1120197
"Zorrilla de San Martín, José Luis",1891,1975,Uruguay,,1922-1927; 1937?,NA,"1923, 1925 Salon des Tuileries<br /> 1924 Salon d’Automne<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Deux bustes, Une maquette, Une statue)<br /> 1925 (silver medal for La fuente de los Atletas)<br /> 1925, 1926 Salon des Artistes Français ( silver medal for Gaucho)<br /> 1926 Société Nationale des Beaux-Arts<br /> 1927 Société des artistes français (Fontaine pour Montevideo bronze group)<br /> 1937 invited as Guest of Honor at Exposition internationale des arts et techniques dans la vie moderne","Bourdelle, Maillol, Despiau, Drivier",NA,sculptor,"Uruguay, Salon d'Automne, 1924 Exposition d'Art Américain-Latin, Salon des Tuileries, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"84, boulevard Garibaldi",2.3092419,48.8455216
"Zorrilla de San Martín, José Luis",1891,1975,Uruguay,,1922-1927; 1937?,NA,"1923, 1925 Salon des Tuileries<br /> 1924 Salon d’Automne<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera (Deux bustes, Une maquette, Une statue)<br /> 1925 (silver medal for La fuente de los Atletas)<br /> 1925, 1926 Salon des Artistes Français ( silver medal for Gaucho)<br /> 1926 Société Nationale des Beaux-Arts<br /> 1927 Société des artistes français (Fontaine pour Montevideo bronze group)<br /> 1937 invited as Guest of Honor at Exposition internationale des arts et techniques dans la vie moderne","Bourdelle, Maillol, Despiau, Drivier",NA,sculptor,"Uruguay, Salon d'Automne, 1924 Exposition d'Art Américain-Latin, Salon des Tuileries, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"8, rue Colas, 8 (1927)",NA,NA
"Zula, Zuléma",NA,NA,Argentina,,ca. 1923,NA,1923 Salon des Indépendants,NA,NA,NA,"Argentina, female, Salon des Indépendants",NA,"12, rue de Seine, VIe",2.3364906,48.8566347
"Zuloaga, Elisa Elvira",NA,NA,Venezuela,,1932-1939,Académie André Lhote; made prints in W. S. Hayter's Atelier 17 in Paris,"1936 (Portrait, Peinture), 1939 (Paysage, Peinture) Salon des Indépendants",NA,NA,NA,"Venezuela, female, Salon des Indépendants, Académie André Lhote",NA,"28, avenue d'Eylau, XVIe",2.2843732,48.8649684
"Zuloaga, Elisa Elvira",NA,NA,Venezuela,,1932-1939,Académie André Lhote; made prints in W. S. Hayter's Atelier 17 in Paris,"1936 (Portrait, Peinture), 1939 (Paysage, Peinture) Salon des Indépendants",NA,NA,NA,"Venezuela, female, Salon des Indépendants, Académie André Lhote",NA,"180, rue de Grennelle VIIe",2.3066348,48.8579703
